run_name,map,episode,return,success,epsilon,alpha,gamma,seed,timestamp
8x8_ref,8x8,208,0.0,0,0.9016526843969459,0.8,0.99,42,2025-11-20T17:55:01.945166
8x8_ref,8x8,209,0.0,0,0.9012018580547474,0.8,0.99,42,2025-11-20T17:55:01.945169
8x8_ref,8x8,210,0.0,0,0.9007512571257201,0.8,0.99,42,2025-11-20T17:55:01.945171
8x8_ref,8x8,211,0.0,0,0.9003008814971574,0.8,0.99,42,2025-11-20T17:55:01.945174
8x8_ref,8x8,212,0.0,0,0.8998507310564088,0.8,0.99,42,2025-11-20T17:55:01.945176
8x8_ref,8x8,213,0.0,0,0.8994008056908807,0.8,0.99,42,2025-11-20T17:55:01.945179
8x8_ref,8x8,214,0.0,0,0.8989511052880352,0.8,0.99,42,2025-11-20T17:55:01.945181
8x8_ref,8x8,215,0.0,0,0.8985016297353913,0.8,0.99,42,2025-11-20T17:55:01.945184
8x8_ref,8x8,216,0.0,0,0.8980523789205236,0.8,0.99,42,2025-11-20T17:55:01.945186
8x8_ref,8x8,217,0.0,0,0.8976033527310634,0.8,0.99,42,2025-11-20T17:55:01.945189
8x8_ref,8x8,218,0.0,0,0.8971545510546979,0.8,0.99,42,2025-11-20T17:55:01.945191
8x8_ref,8x8,219,0.0,0,0.8967059737791706,0.8,0.99,42,2025-11-20T17:55:01.945193
8x8_ref,8x8,220,0.0,0,0.8962576207922811,0.8,0.99,42,2025-11-20T17:55:01.945196
8x8_ref,8x8,221,0.0,0,0.895809491981885,0.8,0.99,42,2025-11-20T17:55:01.945198
8x8_ref,8x8,222,0.0,0,0.8953615872358941,0.8,0.99,42,2025-11-20T17:55:01.945201
8x8_ref,8x8,223,0.0,0,0.8949139064422762,0.8,0.99,42,2025-11-20T17:55:01.945203
8x8_ref,8x8,224,0.0,0,0.8944664494890552,0.8,0.99,42,2025-11-20T17:55:01.945205
8x8_ref,8x8,225,0.0,0,0.8940192162643107,0.8,0.99,42,2025-11-20T17:55:01.945208
8x8_ref,8x8,226,0.0,0,0.8935722066561785,0.8,0.99,42,2025-11-20T17:55:01.945210
8x8_ref,8x8,227,0.0,0,0.8931254205528505,0.8,0.99,42,2025-11-20T17:55:01.945213
8x8_ref,8x8,228,0.0,0,0.8926788578425742,0.8,0.99,42,2025-11-20T17:55:01.945215
8x8_ref,8x8,229,0.0,0,0.8922325184136529,0.8,0.99,42,2025-11-20T17:55:01.945218
8x8_ref,8x8,230,0.0,0,0.8917864021544462,0.8,0.99,42,2025-11-20T17:55:01.945220
8x8_ref,8x8,231,0.0,0,0.8913405089533689,0.8,0.99,42,2025-11-20T17:55:01.945222
8x8_ref,8x8,232,0.0,0,0.8908948386988923,0.8,0.99,42,2025-11-20T17:55:01.945225
8x8_ref,8x8,233,0.0,0,0.8904493912795429,0.8,0.99,42,2025-11-20T17:55:01.945227
8x8_ref,8x8,234,0.0,0,0.8900041665839031,0.8,0.99,42,2025-11-20T17:55:01.945229
8x8_ref,8x8,235,0.0,0,0.8895591645006112,0.8,0.99,42,2025-11-20T17:55:01.945232
8x8_ref,8x8,236,0.0,0,0.889114384918361,0.8,0.99,42,2025-11-20T17:55:01.945234
8x8_ref,8x8,237,0.0,0,0.8886698277259019,0.8,0.99,42,2025-11-20T17:55:01.945237
8x8_ref,8x8,238,0.0,0,0.888225492812039,0.8,0.99,42,2025-11-20T17:55:01.945239
8x8_ref,8x8,239,0.0,0,0.887781380065633,0.8,0.99,42,2025-11-20T17:55:01.945242
8x8_ref,8x8,240,0.0,0,0.8873374893756002,0.8,0.99,42,2025-11-20T17:55:01.945244
8x8_ref,8x8,241,0.0,0,0.8868938206309125,0.8,0.99,42,2025-11-20T17:55:01.945246
8x8_ref,8x8,242,0.0,0,0.8864503737205971,0.8,0.99,42,2025-11-20T17:55:01.945249
8x8_ref,8x8,243,0.0,0,0.8860071485337369,0.8,0.99,42,2025-11-20T17:55:01.945251
8x8_ref,8x8,244,0.0,0,0.88556414495947,0.8,0.99,42,2025-11-20T17:55:01.945253
8x8_ref,8x8,245,0.0,0,0.8851213628869903,0.8,0.99,42,2025-11-20T17:55:01.945256
8x8_ref,8x8,246,0.0,0,0.8846788022055468,0.8,0.99,42,2025-11-20T17:55:01.945258
8x8_ref,8x8,247,0.0,0,0.8842364628044441,0.8,0.99,42,2025-11-20T17:55:01.945261
8x8_ref,8x8,248,0.0,0,0.883794344573042,0.8,0.99,42,2025-11-20T17:55:01.945263
8x8_ref,8x8,249,0.0,0,0.8833524474007555,0.8,0.99,42,2025-11-20T17:55:01.945265
8x8_ref,8x8,250,0.0,0,0.8829107711770552,0.8,0.99,42,2025-11-20T17:55:01.945268
8x8_ref,8x8,251,0.0,0,0.8824693157914667,0.8,0.99,42,2025-11-20T17:55:01.945270
8x8_ref,8x8,252,0.0,0,0.882028081133571,0.8,0.99,42,2025-11-20T17:55:01.945273
8x8_ref,8x8,253,0.0,0,0.8815870670930043,0.8,0.99,42,2025-11-20T17:55:01.945275
8x8_ref,8x8,254,0.0,0,0.8811462735594578,0.8,0.99,42,2025-11-20T17:55:01.945277
8x8_ref,8x8,255,0.0,0,0.8807057004226782,0.8,0.99,42,2025-11-20T17:55:01.945280
8x8_ref,8x8,256,0.0,0,0.8802653475724669,0.8,0.99,42,2025-11-20T17:55:01.945282
