func,n,run,best_f,best_x_json,evals,success,time_s
sphere,30,10,0.0031550506892044326,"[0.007781425918383634, -0.018376071162613167, -0.005731541614324544, 0.001431620273215583, -0.00042625876831920047, -0.030814254878925283, -0.0011006478295270614, -0.0016195485675108779, -0.001636758617959106, 0.016540947685668186, 0.010371444293328973, -0.007875115542064007, 0.0016727332740663313, -0.01004845497388415, 0.006662600617825506, 0.003176104794325587, -0.01664426985376371, 0.005422663510033929, 0.007950982210418601, -0.018587277364550802, 0.006228831875752176, -0.004994147306872242, -0.0066875172468304645, 0.0032730737103720637, -0.010014344662837104, 0.0019618578898403967, -0.013400557029092538, 0.0028616973722062518, 0.0014056675840104374, 0.006006509786846265]",15050,0,0.03508710861206055
sphere,30,11,0.0022413499498963587,"[0.0023806857130095997, 0.00017978955175301965, 0.007634549941293935, 0.024556249946793625, -0.004615247274914111, -0.0033900268144243084, 0.007326954415942456, 0.005024952102517487, -0.0009041674338592885, 0.006646964381394484, -0.006759307321370051, 0.011455689549537875, -0.014243409633017389, -0.0013368597744321776, -0.005548362860608268, -0.0010444523558049538, 0.006151290696824655, -0.00699557324157953, -0.00032387408031703214, 0.0004990079416845182, -0.000532662475256664, -0.0021666792428863164, 0.002680884656641346, 0.0027669699675253487, 0.00925989915431984, 0.009309629318081157, 0.00469523102269756, -0.0067095421486397105, 0.01481981793420429, 0.020931131449189223]",15050,0,0.0350489616394043
sphere,30,12,0.0013438508097199523,"[-0.0011265821951451705, -0.005488463479380058, 0.001885784761830397, -0.009593276244346709, -0.008656339267754417, 0.001211257236465437, 0.006353679612936191, -0.009388363213967927, -0.0037189262494732663, 0.0020183949438867007, -0.00918905507068764, 0.00400168234137514, 0.00879441008523283, 0.00423227523730158, 0.0035159888456135096, 0.00213166507230874, 0.004572075779065189, 0.0056057282604540576, 0.006619956451399827, -0.007974722935942018, 0.002970971484822202, 0.00919747520202117, 0.010147429101525728, 0.0023710663832466707, 0.016242547863839066, 0.005041928422285231, -0.009867650841465996, -0.002418522493372601, 0.005079228341766732, -0.001193505714534338]",15050,0,0.0356440544128418
sphere,30,13,0.0016322761587869565,"[-0.0033372533286502234, -0.0029173986042977072, -0.0016772523332601501, -0.0021762839285398464, -0.006674531269331871, -0.010356983713278202, 0.005884110251553212, -0.017565405464480932, -0.0044414170614153195, -0.0007376783218765563, 0.0011986230804018232, 0.004838830615726627, -0.010719657221927081, -0.01710555269482107, -0.004235480939629608, 0.0006658461590675967, 0.004982635520719678, -0.006801708983753066, -0.005460753810137083, -0.005464973314565491, 0.004192678379163189, 0.0016440185639705882, 0.005441838879802552, 0.007293203695454762, -0.009872476899144953, -0.007636444912010219, -0.0005356915495219291, -0.004596556568409673, 0.01060711334108346, 0.01074764805052935]",15050,0,0.035414934158325195
sphere,30,14,0.0030794506337631484,"[0.0017094111784651633, 0.004054964326045633, 0.017770662135852107, 0.006150227511042223, -0.01167571316817374, 0.0015184991457199467, 0.0009648059541602222, -0.008276895121173626, -0.006423143314507439, 0.02339517371755502, -0.008917135255259903, -0.013281523132299338, -0.004553768287828091, -0.009144000840324962, -0.009031233358578252, -0.0054411715223148666, 0.007737578143095622, 0.021485301817813003, -0.003010209510812112, -0.0027070967176993513, 0.0007727063675983942, -0.008246299097070173, 0.009323374226981634, 0.004883658557425505, -0.012088387155710305, 0.012387797046665852, -0.003514885831760054, 0.0038048985317988165, -0.0030944686682715643, -0.019624676579709927]",15050,0,0.03508472442626953
sphere,30,15,0.0015610368905874569,"[0.011329011427785404, 0.00010593952828952019, 0.0060127476278409656, -0.0017204130314295418, -0.006185983527990604, 0.003627745085831146, -0.0038352769821257014, 0.002031843818660261, 0.00658342211571149, 0.01250998119567163, 0.014139978322264667, 0.005691385646041656, -0.008858355927157974, -0.0019175147262600893, -0.00395744218233361, -0.00837776021307668, 0.0023277594809235653, -0.005298792687777844, 0.0008260429198036202, 0.009627871254444559, -0.0006348834659142819, -0.0033121614069459362, -0.001533563540044646, 0.0066252155162572594, -0.010142694785405477, -0.011082500721555217, 0.005525669117297273, -0.006157134601265024, 0.0016943276127907875, -0.015544491194652125]",15050,0,0.035655975341796875
sphere,30,16,0.002345221417114429,"[-0.006425684887626099, 0.02253695396209157, -0.00035475478530601356, 0.01035647160253708, 0.010843117267025108, 0.0028648022849896257, 0.006360745783351858, -0.006921574601305623, 0.005103178952242727, 0.019170855442246133, 0.011158021871863813, -0.007498831961635312, 0.01020506920125054, -0.013481129303266988, 0.000926207599636613, -0.0015894576946178063, 0.005598075893337254, -0.002302097787088105, -0.002329656060223004, -0.008566149502188605, 0.007403096538871542, -0.002677205759062909, -0.0028723627205395766, 0.008490818968621795, -0.007610723490063883, 0.010384613057894508, 0.008105920593790623, 0.005032370803671873, 0.008832575494672052, 0.004283774896665635]",15050,0,0.035024166107177734
sphere,30,17,0.001758122765784067,"[-0.004738088445080334, 0.007741199782272417, 0.002818661990983136, 0.009836947801299447, -0.0024115382798021523, 0.0038245637585377816, -0.012405117593363175, -0.001174099295166325, -0.00047091295194415125, 0.0010052247035376215, -0.0030825722770229207, 0.010906744008864133, -0.005528158038280714, 0.005526978570580916, 0.001730317120492184, 0.0021506720433412292, 0.0022638453873105417, -0.01325307276038758, -0.006520404951752532, 0.008935803492443094, 0.0035204443742542506, 0.00035137582279458476, -0.012013602133764305, -0.022218378174935004, 0.008048811853583665, 0.005611202046910602, 0.0009929700560869746, -0.0016464255710020208, -0.011970967690736472, -8.12440204025851e-05]",15050,0,0.03541302680969238
sphere,30,18,0.0019886300749868023,"[0.0024808579537602274, -0.0019700530519719747, 0.0032936742339692983, -0.004387849345644096, 0.006899574458206716, 0.005925194605547998, 0.011569418053358463, -0.0065499960906023, -0.007737883662762214, 0.011851822495032496, 0.0010263827137052908, -0.003953745343114764, -0.011782087805791316, -0.0022320527829558815, -0.002937273501651113, -0.008470125225234815, 0.029020404798126828, -0.006982815527658871, 0.007028882610288278, -0.00506705887562945, 0.012462599772342504, -0.006514106194599313, -0.005772017471605954, 0.004327487688806121, -0.0037047890137055497, 0.00022311836122780192, 0.000324999441252389, 0.0022557011708553877, -0.0028517185784631602, -0.0022162933962383375]",15050,0,0.03530383110046387
sphere,30,19,0.0023602703728844783,"[0.0003825978221136915, -0.002493397890492999, -0.005538934570361827, 0.007119983305096886, -0.008741056010084082, -0.001120504457811092, 0.0018229061743682195, -0.011099275101289378, 0.012229858797305695, -0.003308975383672603, -0.01262271547929211, -0.001461179748394026, 0.024155197421667683, 0.001160079123195607, 0.005752043216735172, -0.00013815973813407036, -0.004057243897271566, 0.018944395965686603, -0.0034356845785418156, -0.004073682851138903, 0.017866546826647206, -0.001637995614125484, -0.0012122671710232172, 0.007346353832392457, -0.004182641369164992, 0.00042733118422610765, 0.006163830890138146, 0.011986463857745367, -0.004305878320180571, 0.011378589052176112]",15050,0,0.035076141357421875
